 INDX YEAR   JAN FEB MAR APR MAY JUN JUL AUG SEP OCT NOV DEC   ANN
  ZN  1956    -6  -4   1   6 -48   4  -1  -9 -25 -23  11   1   -7.8
  ZN  1957     7  -1 -16  14  32  12  -9 -34 -24  26  31  36    6.2
  ZN  1958    14   2  14  34  23  15 -22   9 -29 -34  -6  -3    1.4
  ZN  1959   -18  -2 -18   3   4   0  -3 -15  -2 -36  11 -28   -8.7
  ZN  1960    17 -14 -17 -27 -14 -15  10 -14 -25 -15 -24 -29  -13.9
  ZN  1961   -25  13   9  -6 -23  -2  10 -33 -20  -6  11 -25   -8.1
  ZN  1962    -3   0  -3 -15 -16  15   0  -2 -10  -1   9 -29   -4.6
  ZN  1963    -3  16  12  -6   9 -16 -34   4  -2  -9  14  -3   -1.5
  ZN  1964    41 -11  30  -5   1 -21  25  32  16  -9  22  -4    9.8
  ZN  1965   -18  35  -5  11   3   5   6 -31   4   1  20   3    2.8
  ZN  1966     2  -4 -17  14 -39   8 -13 -26 -32  -7  -5  -2  -10.1
  ZN  1967     4  12 -25  15  14 -15 -16  -5 -16  -2  23 -15   -2.2
  ZN  1968    13  21 -10  -1   0  -5 -22  -6  16  33  31 -35    2.9
  ZN  1969     8 -29  31  22 -12   4   6   3  -6  11 -37  -5   -0.3
  ZN  1970    -1 -17 -11  25 -23  -6  27 -11  21   9 -13  -2   -0.2
  ZN  1971   -28 -11 -13 -29 -15   7 -28 -13  10  22 -13 -22  -11.1
  ZN  1972     0 -11  10  19  15   0   9  -2  29  15  -6   2    6.7
  ZN  1973     5  -4   0  12  34 -10 -35 -16  -5   5  16 -24   -1.8
  ZN  1974   -14  -8 -25 -24  -5 -27  31 -22 -23 -11 -16 -18  -13.5
  ZN  1975   -19   5   2  17  13 -15  30  11  -5 -24  -5  10    1.7
  ZN  1976     5  -4 -12 -23  25  12  25 -13 -40 -18 -23   2   -5.3
  ZN  1977    19  -7  -8  13   7  -5 -10 -30  -9   2  14   6   -0.7
  ZN  1978     0  -4   7 -13 -27 -42  10   7 -21  -7   8   2   -6.7
  ZN  1979    17  19 -23  11  -1 -25  -1 -14  10 -11  -1   1   -1.5
  ZN  1980    20  -3  -1  -1   2 -19  12  24  46  -5  27 -28    6.2
  ZN  1981    -9   3 -10   9 -30  -7  19 -18  38  -6 -20   8   -1.9
  ZN  1982    24  -3 -11 -26  25 -33  -1  19  -7   4  42  24    4.8
  ZN  1983    40  11  28   0  31  -3  -8  -2  25 -20  -8   5    8.3
  ZN  1984     1 -10  -4  11   0   8   2  -3 -26  14   7 -11   -0.9
  ZN  1985    17  -3 -25 -17 -30 -16   0  -3 -10 -25  -8 -10  -10.8
  ZN  1986     8  10  -5  29   9  14   9 -33 -13  -1   1 -15    1.1
  ZN  1987    10  14 -11  12  10  14 -13   1  25  -1 -24   6    3.6
  ZN  1988     5   3  -8 -13  14  13  18   9  11  48   0 -11    7.4
  ZN  1989   -32  -4  19   3 -16  -3 -11 -39 -58   8 -21  10  -12.0
  ZN  1990     9  11   1  20  42  -8   2  -2  -4  -4  -9  22    6.7
  ZN  1991    14  13 -18  14   3   1   8  31   6   6   7   3    7.3
  ZN  1992    -1  11  33 -10 -13  -5  15  33 -18 -37 -20 -23   -2.9
  ZN  1993    22 -22   3  -6   6  26  -3 -13 -10  14 -13  -2    0.2
  ZN  1994     6 -14   0  14  29  -1  17  22  17 -15  34  -6    8.6
  ZN  1995   -15  -9  17 -20 -16   3  33   9  17   0   3   1    1.9
  ZN  1996   -34  -6   2  12   4  10 -15   8   2   6  31   0    1.7
  ZN  1997   -11   5 -13  18  -9 -14  -2   3 -38  10  42  19    0.8
  ZN  1998    21  22  20   9   4  -5   1  -7  18  37 -37  -2    6.8
  ZN  1999   -29  -6  -1 -10   6  -5  15   4  -3  -6 -17 -12   -5.3
  ZN  2000    -7   8 -18   7   2   9 -25  -5  10  18 -21   9   -1.1
  ZN  2001     5 -10  -5 -10  -2   2 -23   2 -19 -14 -14  -7   -7.9
  ZN  2002    -9 -15  20 -12  21  26 -14   4  28   8   7   4    5.7
  ZN  2003    -8  -5 -25 -25   3  17   0 -41  10 -13  14   6   -5.6
  ZN  2004    -5  34  11  -3 -14  20  -8   7  17  -3   5  22    6.9
  ZN  2005     2   3   1  -3 -12 -12   8  -7  -3 -25 -16  -3   -5.6
  ZN  2006     6   1 -14  11 -16 -16   0   7   8   2  37  -5    1.8
  ZN  2007    -4 -20  14   2  15  -1 -22   9 -23  31 -14 -33   -3.8
  ZN  2008   -19  -3 -11 -11 -36  -2  10  12  -3  12  -1 -10   -5.2
  ZN  2009     4   1   0 -10  -8 -27   5  13 -13 -18  19   2   -2.7
  ZN  2010   -13  -6  12  10 -25  -9 -22  -4  37 -22 -20  -1   -5.3
  ZN  2011   -16   2  -9 -14  12 -15  19  -4   8 -20  13 -41   -5.4
  ZN  2012     5 -10 -20 -18  -6  14 -30 -17   4  26  -7  -8   -5.6
  ZN  2013    11 -10 -11   7 -10 -24  16 -17  -1  25 -26  -6   -3.8
  ZN  2014    13 -11  -8 -14  13 -12 -11 -12 -19  14  32 -18   -2.8
  ZN  2015   -15  -3  -8  10  13  22   6   3 -26  15  -4  -9    0.3
  ZN  2016    -9   1 -12  -5  35   0  24 -20 -29  -2  19   1    0.3
  ZN  2017    36   2 -13 -12 -10 -19   0   1  11  -3 -33 -19   -4.9
  ZN  2018   -15   2 -17  20   6 -27  30   0 -21 -13 -15 -21   -5.9
  ZN  2019     9  -4 -11  -9  16  -6  17  28   0  -3   9   0    3.8
  ZN  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
  ZS  1948   999 999 999 999 999 -13   5   0   9  20  -7   8  999.0
  ZS  1949   -21  42 108  -3  -3 -16  21   3  -3  30 -15  21   13.7
  ZS  1950     4   5   6 -17  14  -4   1  -9  -7 -17  -3   5   -1.8
  ZS  1951   -42  -4 -12 -13  -9 -22  35  -6  -1  -3  23 -12   -5.5
  ZS  1952    19  18   2  15   8   4  -1 -18  -1   5 -34 -18   -0.1
  ZS  1953   -43  -9   2   8  -6 -18  -3   6  12 -16  30   4   -2.8
  ZS  1954   -17  28   2  -8  -3  16 -13   0 -17  21  13 -28   -0.5
  ZS  1955     4  14  -2  -4  22 -27 -20  13  -2  -3  16  -9    0.2
  ZS  1956     5  -2 -10  12 -22  10 -15  -2  -9 -13  10   1   -2.9
  ZS  1957    -1   1 -14   5  -5  -6 -14  -8 -28  17  22  24   -0.6
  ZS  1958     2  14  20   1  34   2  -6  11   4   6   7  -6    7.4
  ZS  1959   -17   7  -3 -13 -52  20   2  -2   6 -27  22 -18   -6.3
  ZS  1960     1  13 -11  -1  11 -25  13  -3 -15  -1  -7 -32   -4.8
  ZS  1961   -33   3  -5   6  -8   6   3 -26 -26  17   9  -7   -5.1
  ZS  1962     1  -5 -15 -17  11   6  15  11  -6  10   5 -14    0.2
  ZS  1963   -10  14   3 -21  20 -19 -29  -3 -14  -7  11  -7   -5.2
  ZS  1964    36  -7  29   5  12  -7  19  18  10   7   7   5   11.2
  ZS  1965    -5   3  -3  -6   5  -3  -8 -24   8   0  18   3   -1.0
  ZS  1966    -1  16  -4  20 -33   7 -14 -22  -5  -3  11  -3   -2.6
  ZS  1967    -1  10  17  17   1 -13   9   6 -24   9   6  -5    2.7
  ZS  1968    -6  22  -3 -41  15 -10  -9  19   0  34  24 -32    1.1
  ZS  1969    -8  -7   9  -6 -22  -4  16   7  27  -4  -9   4    0.3
  ZS  1970   -12   1 -17   2 -23  -3  24  20  18   3  -2  -3    0.7
  ZS  1971   -21  -7  -9  -8  -3 -12  -6  -5   9   8 -10  -3   -5.6
  ZS  1972    -9 -22  17   4 -12 -19   2 -14  18   3   3 -11   -3.3
  ZS  1973    -6  -1   8  -1  14   1 -14 -16 -14   7  12 -17   -2.3
  ZS  1974   -22   5 -18 -28  -7 -17  -5 -36 -31 -21  -3   0  -15.3
  ZS  1975   -26   1   8  18  19 -23  12   6  -3  -5  -3  -6   -0.2
  ZS  1976   -10 -18   8 -17   3 -12   2 -21 -44 -22 -22  -4  -13.1
  ZS  1977    -7   3   5  -2 -25 -12 -23 -14 -49   6  11   1   -8.8
  ZS  1978     0   1  18 -11  -9 -48  -5  13 -19  -6  25 -14   -4.6
  ZS  1979    14  13 -27  16 -10   5   4 -27   6  -6  13  23    2.0
  ZS  1980    -1   8  -1 -22   7 -10 -12  22  43  16  -1 -11    3.2
  ZS  1981     2  10   4  15  -2 -15   2 -37   6   9  -2  11    0.3
  ZS  1982    14  13   7 -17  21 -25   2  21  -2 -16  33   2    4.4
  ZS  1983    20 -10  19   0  -6   2 -15  -2   4 -12   5 -14   -0.8
  ZS  1984     7 -10  -8   3 -13  11  -2  14 -19   7   9   4    0.3
  ZS  1985    20   3 -19   5 -23   2   0   4   6 -27 -18  -6   -4.4
  ZS  1986    -1 -12 -14  21  -4  28   3 -39 -21 -16 -13  -1   -5.8
  ZS  1987    11   5 -18   3  17   2 -12  14   2  14  -3  12    3.9
  ZS  1988    13   2   5 -10   6   4  25  19   6  58   4  13   12.1
  ZS  1989   -14  -9   4  -7 -18   1   1 -10 -20 -11   1   7   -6.3
  ZS  1990     8  -5  -4  24  28   5   8 -11 -23  -9  -7  18    2.7
  ZS  1991    17   9 -12  -6  -5 -23   1  32   2   3 -20 -23   -2.1
  ZS  1992    -4   7  12 -20 -29   0  11 -22 -39 -28 -15 -20  -12.3
  ZS  1993     7   2  -7 -20  -5  36  18  -6 -23  27 -15 -20   -0.5
  ZS  1994    21  -4 -25  18   5  -7  -1  35 -18 -10  43  -3    4.5
  ZS  1995    -2 -17  19  -6  12 -32  12  -1   0 -11  -9  25   -0.8
  ZS  1996   -13   2 -13  15   8 -13 -34  -3  22  18   2   0   -0.8
  ZS  1997   -30  -3 -15   8   9 -14   9   3 -32   9  23  18   -1.3
  ZS  1998     3  26  32  17  -3   6  26   1   9  29 -17   2   10.9
  ZS  1999   -23  -3  15 -11  22  -7 -17  -3  -6   9  -7 -12   -3.6
  ZS  2000   -26  10 -13   1  30  18  14 -11   7  20 -28  17    3.3
  ZS  2001   -10   5   6  13  -6  13 -20   7   4 -10  -3   2    0.1
  ZS  2002   -16   0  22 -16  13  13  -8   4  41   0  -7   7    4.4
  ZS  2003    -3  12   0 -30   9  28   3 -10  11  -5   2   6    1.9
  ZS  2004     4   3   3  -9  15  30   2 -20   9 -17  11 -24    0.6
  ZS  2005    -3   1 -14 -10   6  -6  13  18  -6 -19 -10  -5   -2.9
  ZS  2006     9  -5 -10   9 -17 -18  -1 -13  13   7  15 -25   -3.0
  ZS  2007    -9 -17  16 -25  27  -7 -20   4  -3  11 -11  -5   -3.3
  ZS  2008    -1   0  -1 -13 -23  10 -11 -29  19   7  27  -2   -1.4
  ZS  2009     6 -18   5  20 -29 -21  12  37   9 -29   7  10    0.8
  ZS  2010    -9  -1  11  22 -34 -20 -13 -10  29  -4  -7  10   -2.2
  ZS  2011   -10   2   3 -19  12 -12  20 -26  -5 -16   7 -15   -4.9
  ZS  2012    -3  -7 -12  -4  -1  -7   4 -16  19  -1 -13  16   -2.1
  ZS  2013     9 -13  -7 -12 -18 -26  19  11 -10  38 -24  -7   -3.3
  ZS  2014     2   0 -18 -27  26  16   0  -3 -16   1  13   0   -0.5
  ZS  2015    -9  -2  -3   2  24  16  13   2 -31  12  11  -9    2.2
  ZS  2016   -22  20   7   9  27   5  26  -6 -18  -4  14  10    5.7
  ZS  2017    13   6 -25 -20  -6  -9 -20   5   4 -17 -12  -4   -7.1
  ZS  2018   -12  -1   6  -9  11 -28  37  -2 -20 -22 -14 -33   -7.3
  ZS  2019     3  12  14 -21  26 -17   7   6 -17 -11  32  17    4.3
  ZS  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
 SET  1937   999 999 999 999 999 999 999 -65 -86 -67 -32 -44  999.0
 SET  1938   -42 -31 -33 -49 -20 -77 -87 -34 -46 -39 -15 -56  -44.1
 SET  1939   -61 -31 -26 -22 -19 -44-101 -77 -49 -37 -11 -48  -43.8
 SET  1940   -19  15  10 -24 -37  42   3  19  18  -4 -20  59    5.2
 SET  1941    12  65  -8  -1   0 -51  12 -13  21 -30  19 -25    0.1
 SET  1942    11  -2  52  12  -6  16  26  14   8  37 -23 -14   10.9
 SET  1943   -18 -27 -10 -20 -46 -32 -20 -49 -27 -17  -3  17  -21.0
 SET  1944   -26  -8 -19 -16 -37 -18  47  13  14  18   7 -30   -4.6
 SET  1945   -11 -16 -23   8 -46   1  15  49   1 -35  37 -26   -3.8
 SET  1946     7  -6   5  -8 -13 -35 -28 -26  -9  -7 -40  10  -12.5
 SET  1947     2  -7   6 -30 -14 -20  -4  -1   5  -4   0  -8   -6.3
 SET  1948    -9  -6  18 -10 -24   0  18  -4 -23  -5  -8  30   -1.9
 SET  1949   -50  11  19 -40  35   1  43   2  -9  22 -24 -14   -0.3
 SET  1950   -17 -19  -7 -19  23 -16  18  -4   3 -26 -26  -5   -7.9
 SET  1951   -36 -36 -26 -58 -33 -20  24 -70  14  -8  18 -18  -20.8
 SET  1952     2  12 -19  -7  -5 -25  20 -44 -34  33 -29 -35  -10.9
 SET  1953   -30  -2  -3  -9   5 -35   1  16  21  -4  21 -30   -4.1
 SET  1954    17  37 -28 -29  -4  10  20   6   8 -19  21 -22    1.4
 SET  1955   -15  34 -25  14  21 -44 -34 -22  24 -37 -16  -4   -8.7
 SET  1956    36  -9  14  -6 -67 -21 -38 -51  -8 -40 -37 -18  -20.4
 SET  1957   -48  15 -22   8 -27 -24  -4  -5 -14 -20  24  12   -8.8
 SET  1958    25  42  20  -1  17   7 -70  21  10 -23  25  30    8.6
 SET  1959     9  29 -26 -29 -61  31  12  -1  38 -24  31 -28   -1.6
 SET  1960     3 -11 -32 -36  11 -17  14  -7   3  13 -21 -51  -10.9
 SET  1961   -19  -2  21  -4 -35  -8 -21 -14  -3  37  39   3   -0.5
 SET  1962    11 -19 -31  -8 -11 -17  18   1 -20  -6 -30  17   -7.9
 SET  1963    -8  18  17 -31  -8 -10 -43  28 -17  26  10 -25   -3.6
 SET  1964    15  12  26  -3  13 -14 -14 -23  24 -47  -7   2   -1.3
 SET  1965    -9  -1 -25 -12  12   3 -22 -21  17   7  10  15   -2.2
 SET  1966    42  29 -17 -11 -66  24  -8  17   5  -3   0  19    2.6
 SET  1967   -22   1   9  -9  21  24  32  34 -37  27  10  -4    7.2
 SET  1968   -10  14  10 -65 -31 -42 -18 -33 -23 -10 -27 -40  -22.9
 SET  1969     8 -14  20 -26  16 -36  52  52 -15  21  40  -3    9.6
 SET  1970     1  -5   8 -10 -44  10  20  33  22  19   9   0    5.3
 SET  1971     1  14 -37 -48 -35  -4 -15  -4  -5 -22 -50   6  -16.6
 SET  1972   -26 -10  35 -33   1 -32 -15 -20  33  14  34 -38   -4.8
 SET  1973    38 -10   4 -16   2 -13  11  -5 -15  36   5 -39   -0.2
 SET  1974   -25  -7 -14 -28  -7 -30 -40 -75 -36 -22  -6 -36  -27.2
 SET  1975   -38  -2  14   8  -9 -40   3 -23   3 -29 -15 -20  -12.3
 SET  1976   -23 -24 -10 -45   0   2  -4 -33 -61 -57 -38 -25  -26.5
 SET  1977   -20  -8  11 -26 -29  -5  16  -4 -64  -7  19  -4  -10.1
 SET  1978    35   6  19 -36 -19 -55 -38   5   1  -7  34 -28   -6.9
 SET  1979    13 -12  -7  -6 -15  27  -3 -54 -10   1  32 -10   -3.7
 SET  1980     8 -11  -6   2  42 -10 -44  38  -5  -1 -15 -19   -1.8
 SET  1981    17  12  13 -21 -10 -31 -11 -61 -14  14  -1  13   -6.7
 SET  1982   -14  -8   5 -21   5 -23 -18  48   9 -36  52   1    0.0
 SET  1983    23  15  31  17   5 -22 -13  12  -1  14  -5 -11    5.4
 SET  1984   -24 -25   2 -34  13  43  18  -1 -27   3  41 -18   -0.8
 SET  1985   -12  -1 -22  24  -2  -9   5  14   2   3  14 -11    0.4
 SET  1986    24 -16   0  22  14 -23 -46 -27 -19 -11 -15  17   -6.7
 SET  1987   -10  18  -6   7  57  10  -5  42 -31  11 -40  19    6.0
 SET  1988     6 -24 -16   5  18  22  25  26  24 -16   2  -1    5.9
 SET  1989   -18 -47   6  14 -25   9 -17 -35 -22 -23 -12  21  -12.4
 SET  1990     5  54   8   9  -7 -30 -11 -38  -7   1  22  -4    0.2
 SET  1991     4  -2 -33 -18 -14 -46  -9  -9 -30 -22 -24  12  -15.9
 SET  1992    13  19  44  22 -28  -8  16 -31 -56 -25  -1   1   -2.8
 SET  1993    17 -31  -5   1  16   8  55  -9 -11   8 -14  -8    2.3
 SET  1994     2  -4  -2  18 -12 -28  26  34 -42 -37  33   5   -0.6
 SET  1995    49 -15  -6   7  17 -16 -35  31  50  15   8 -15    7.5
 SET  1996   -27   2 -26  24  -9   6 -13 -20 -16  36 -18   3   -4.8
 SET  1997   -11 -19 -17 -11  34  33   1   3  -1   2  18  32    5.3
 SET  1998    39  79  44  10 -11  10  27  27  38   3 -45 -12   17.4
 SET  1999   -32  15  38 -32  60 -24  12  37  49  35  -2 -13   11.9
 SET  2000   -26   4 -10   3  32  21  -8  14  -8  28 -27  -1    1.8
 SET  2001   -27 -15   1   9 -28  11 -16 -14  25 -11  -1  -5   -5.9
 SET  2002   -27 -27 -31  15 -14  -1 -25   3  26   2  -1   8   -6.0
 SET  2003    -8  32   4 -28  30  25  20 -49 -29  -9  12  33    2.8
 SET  2004    18  -6 -17   8 -24  35  18 -37   9  16   0 -20    0.0
 SET  2005    -6  28  -1   4  -8 -17  31   0   7 -22 -15 -10   -0.8
 SET  2006    10 -23  -7 -14 -11  10   1  24  40  13  43  -5    6.8
 SET  2007    46  -2  30 -21  21  -4 -12  21   9   9 -12  10    7.9
 SET  2008   -11 -39 -11 -18 -56  17  18 -15   5   7 -16 -38  -13.1
 SET  2009   -24 -15  -5   0 -40   6 -16  17  -3 -16   5  13   -6.5
 SET  2010     6  50  12 -13 -12  -2 -12  -1  13   9  10   1    5.1
 SET  2011   -13 -29 -24 -32  20 -12 -23 -17 -41  -8  -1 -16  -16.3
 SET  2012   -13 -21   3 -25   5  -6  12 -14  12 -20  -9  17   -4.9
 SET  2013    -9 -11 -29  -1 -16 -10  57 -14   4   7 -12  -6   -3.3
 SET  2014   -19 -14  38  -4   3  37 -17  47 -10   2  13  43    9.9
 SET  2015     5  12  -4  24  28  35  36  36  -4  32  30  16   20.5
 SET  2016    17  28  47  40  11  25   2   0  -8 -11   1   2   12.8
 SET  2017   -10  -3  17   1  37  13   4  13 -21  18  23 -17    6.3
 SET  2018    15   7   3  -5   7   1  40  -9   8  25 -13  -2    6.4
 SET  2019    17  -6  43  15  52  15  13  -1   2   0  -1  -7   11.8
 SET  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
 TPI  1922   999 999 999 999 999 999  37  42 105-119 -78-140  999.0
 TPI  1923  -102 -24 -11 149-172 -98 -67 -60 -74-122 -73 -20  -56.2
 TPI  1924   -89 -28  20 -41  70  88  55 -11-107-183 -38  48  -18.0
 TPI  1925    38 -41   2  82  45  34 -65 109  35 -89  51 -50   12.6
 TPI  1926   -17-118  65-136 -65   1 -95 -85  75-126  -8 -15  -43.7
 TPI  1927    24  13 -58  65  -4  14 -17  53 116  20  28   9   21.9
 TPI  1928    73  25  15  16  -3  -1 -23 -13 -99-153  37  30   -8.0
 TPI  1929   -67  74  18 -37 -32 -15  21  27 105  21 -27  -3    7.1
 TPI  1930    25 -27 109 -39  -8 134  -3 -61 -25  19 -81  16    4.9
 TPI  1931   -64  24   7 -42 -94 -49 -39 -68 -80 -31 -14  12  -36.5
 TPI  1932   -17 -20 -27 -16  60  28  16 -68 112 -26  28   0    5.8
 TPI  1933   -25 -39 -48 -11 -80  38  -8  41   0 -15  82  18   -3.9
 TPI  1934    19  -9  53 -45  90  30  80  27 -79 -55 -81  36    5.5
 TPI  1935   -23  -9   5 -92  21  -5 -45 -61  -5 -27 -69  69  -20.1
 TPI  1936    30  40  95 -43  33  75  43-126  32-177  15  61    6.5
 TPI  1937  -102  96  63  -2 -70 134   7  28   3 -17  14 -24   10.8
 TPI  1938    28 -27  13 -55  35  10  93  87  18  47   7 -34   18.5
 TPI  1939    29  15  51 -27  48 -88  29-136 -15 -23 -21 -60  -16.5
 TPI  1940   -22-138-108  62  75 -23  26  38   7 -58 -65  36  -14.2
 TPI  1941     5  23-157 126  -6  21-102  87  39  23 -25 -11    1.9
 TPI  1942   -17  24  27   2-106 -30 -84-111 -95  26 -30  -3  -33.1
 TPI  1943   -39  -6  -5-193  98-114-123 -45  -9  23  14 -13  -34.3
 TPI  1944   -88 -28 -34-131  -2  74 -43 111 103  -3-126-123  -24.2
 TPI  1945   -53 -53 -14  33   0  18 110 -52 -43  43 -60 -10   -6.8
 TPI  1946   -56  38-128  -7 -72 -54-225 -51 -17  91   6 -21  -41.3
 TPI  1947    45  56 -78  25  27-107 -97 -32  27 -47 -50  17  -17.8
 TPI  1948     9  29 -62   6 -63  68  -8 -92 -71-101 -24   7  -25.2
 TPI  1949     5 -43  80  20 -19  76 -21  78  65-142   6 -44    5.1
 TPI  1950   -16  24  23  92 -17  81 133  55 -46 -30 -22  27   25.3
 TPI  1951    65  14 -36-208 -29  72 -24 -45  51   0 -60 -91  -24.3
 TPI  1952   -25  24  24 -68 -39-239  46  -5 -49 -50 -80 -41  -41.8
 TPI  1953    55 -26  34 -88   1 -38 -54  -5  31  20 -70-111  -20.9
 TPI  1954    95  44 -96 -78   1-108  46  45  91 -20 -30  19    0.8
 TPI  1955   -35  44   4  52 -79  42 -34 -95 -39-130 -90 -41  -33.4
 TPI  1956   -35  34  34-168 -79-118 -34-135  81 -90-110-131  -62.6
 TPI  1957    15 -76 -26-178 -49   2  56  55   1   0-170 -41  -34.3
 TPI  1958     5  24-116   2-129  22 -64  15   1 -90 -10  -1  -28.4
 TPI  1959    25  44  -6  -8  81 -18 -24  45  71 -10  10 -61   12.4
 TPI  1960   -35 -46 -66 -28 -89  32  -4  45 -39  20   0  59  -12.6
 TPI  1961    85  14  64  32  81   2 -64  35 111   0  30  29   34.9
 TPI  1962    15 -46  14 -28-119 -98 -54 -25   1-150 -80  69  -41.8
 TPI  1963    45 -46  24  32   1  -8 -54 -35 -59  40 -30  -1   -7.6
 TPI  1964   -75  34   4  -8 -19 -28-164  25 -49-120 -90 -71  -46.8
 TPI  1965    15  24-156  22 -19  42 -14 105  71  70 -40  59   14.9
 TPI  1966    15  24  -6-118  21  52 -44  35  51  40 -30  19    4.9
 TPI  1967   -35  34  14  -8  51  62  36  35  61 -30 -10 -11   16.6
 TPI  1968     5  24 -16-108 -79 -38   6 -95 -49 -80-110   9  -44.3
 TPI  1969     5  54 -16  -8  21  12  -4  65  21 120   0 -81   15.8
 TPI  1970   -25  34 -16 -88 121 -48  -4 -65  21 -50 -20  39   -8.4
 TPI  1971    49  40  40  -5 -84 -41 -22  59  -3-157 -11  18   -9.8
 TPI  1972    53  57   0 -20  83  43  -3 -40  66  26  -5 -88   14.3
 TPI  1973    19  45 -47 -37 -45  -1 -19  52   0   9 -27  -1   -4.3
 TPI  1974    62 -33  37  11 -22   9 -83  66   6  -6 -11-102   -5.5
 TPI  1975   -57  95 -89   1 -75   7  -9  33  55  14   3  86    5.3
 TPI  1976    36   1   0 -29  -5  54 106  36  37 -40-105-123   -2.7
 TPI  1977   -51  -6 -25  -7   4  27  -3  20  86 -30 -26 -35   -3.8
 TPI  1978    22 -83  -4 -55 -91  46 -88  25 -34  44 -15 -22  -21.3
 TPI  1979   -55  12 -58 -87   8  28  -2   8   9  11 -41 -73  -20.0
 TPI  1980   -24 -12 -13 -28 -14  28 -35  -1 -58 -49  -2  -7  -17.9
 TPI  1981    14  33 -30-142  40-126 -71 -17  21   7  -4 -17  -24.3
 TPI  1982   -47   4  16 -75 -52  11  50  78  -1  42 -28  -3   -0.4
 TPI  1983   -46  46   0 -35 -29  20 109 -16 -18  16  -8   2    3.4
 TPI  1984    21  17 -79  10 105 -38 -58-105 -94  72 -20 -95  -22.0
 TPI  1985   -75  38  74  27  92-148 -26  40  82 -34 -14 -46    0.8
 TPI  1986    17   3  -3 -26  62  24   4  37   5-135  45   5    3.2
 TPI  1987   -64 -43 -19  35 -20  71  82 -38  25 -17 -66   8   -3.8
 TPI  1988    28 -60  28  31 -43  -4 -40  22 -34-129  18  43  -11.7
 TPI  1989    32   7  -9  72 -21  60 -80 -16 -22 -84  41  45    2.1
 TPI  1990    11 -17  14  16 -39  51 -63  10  53  74  38 -22   10.5
 TPI  1991   -49 -25   4  -1 137 -41  -8-125 -31 -20 -45  36  -14.0
 TPI  1992   -36  29  21  33  53 -32 -86 -73  20 106 -96  24   -3.1
 TPI  1993     7 -70  31  19  35 -25   6  53  84 -29 -16  51   12.2
 TPI  1994   -58  32  24 -16 -33  -1  14  39  54  16 -83  42    2.5
 TPI  1995    30 -14 -14 -82  25  90  36  30  76   8 -20 -30   11.3
 TPI  1996     8   7  25 -30  61 -10 -88 -10-101  -7  -9 -26  -15.0
 TPI  1997    74  -4 -69  41 -46  52 100  36 113  17 -13 -12   24.1
 TPI  1998    57 -72 -22-138 -73 -54  95 171  10   4  21  10    0.8
 TPI  1999     1  37 -62 -14 -23   0  30  71  86 -12 -16  33   10.9
 TPI  2000    52  -4  15   6-106 -20 -60  28 -86 -20  60  52   -6.9
 TPI  2001    63  72   5  38 -19  -5  61 -58 -14-128  23 -78   -3.3
 TPI  2002   -32  -4  -3  77  25 -61 -57 -28 -89  26  28   5   -9.4
 TPI  2003    61  49  -5  -8   3 -19  47 -57 -73  24  83  20   10.4
 TPI  2004   -59-111 -14  59-133 -33   8 -64 108  39-100  23  -23.1
 TPI  2005    15 -96  33  42  71 -11 -44 -31 -49 -57  22-116  -18.4
 TPI  2006    10 -54  56 -66 -43  57  58  46  49  52  26  94   23.8
 TPI  2007   -14  89 -11  78 -93 107  33  -2 -38   6  70  15   20.0
 TPI  2008   -21 -20 -29  71 -18   9 -24  56 -83  28 -11 -80  -10.2
 TPI  2009   -41  57   4   6  99  27 -31 -42 -40 122  72  -3   19.2
 TPI  2010    46  91  11 -23  -3  55  18 -37 -13   3 -12  42   14.8
 TPI  2011    -9 -43   3  66  17   1   2  18  14 -24 -33 -19   -0.6
 TPI  2012   -18  19 -29 -11   8  92  91 -55   0  33  21  38   15.8
 TPI  2013   -53  27 -73 -44  66 144  34 -43 -76 -61  54  20   -0.4
 TPI  2014    49 -12  49 -59 -22  11 -45 127  76  18  21  17   19.2
 TPI  2015   -28  36 -45   7 -13 135  72  54 146   3 -24  26   30.8
 TPI  2016     3   1 -12 -24-256-113-132  31 -86-104 -26   5  -59.4
 TPI  2017     9 -38 -54   0  20 100  -9  13 -25  74  61   6   13.1
 TPI  2018     5 -13  31 -14 -36  46-136 -55  56  37 -32 -12  -10.3
 TPI  2019    21   5 -71  25 -11  49 -47 -21  68   8 -56 -20   -4.2
 TPI  2020   999 999 999 999 999 999 999 999 999 999 999 999  999.0
